,id,related_bill__display_number,created,result,question,required,total_minus,total_other,total_plus,vote_type,session,margin,category,link
32,116140,H.R. 240,2015-01-14T11:38:00,Agreed to,H.Amdt. 10 (Schock) to H.R. 240: Amendment expresses the sense of Congress that the Administration should stop putting the interest ...,1/2,167,6,260,On the Amendment,2015,0.217799,amendment,https://www.govtrack.us/congress/votes/114-2015/h33
33,116143,H.R. 240,2015-01-14T11:57:00,Failed,"On Motion to Recommit with Instructions: H.R. 240: Department of Homeland Security Appropriations Act, 2015",1/2,244,5,184,On the Motion to Recommit,2015,0.140187,procedural,https://www.govtrack.us/congress/votes/114-2015/h34
34,116136,H.R. 240,2015-01-14T12:04:00,Passed,"H.R. 240: Department of Homeland Security Appropriations Act, 2015",1/2,191,6,236,On Passage of the Bill,2015,0.105386,passage,https://www.govtrack.us/congress/votes/114-2015/h35
35,116142,H.R. 37,2015-01-14T12:20:00,Failed,On Motion to Recommit with Instructions: H.R. 37: Promoting Job Creation and Reducing Small Business Burdens Act,1/2,242,8,183,On the Motion to Recommit,2015,0.138824,procedural,https://www.govtrack.us/congress/votes/114-2015/h36
36,116138,H.R. 37,2015-01-14T12:26:00,Passed,H.R. 37: Promoting Job Creation and Reducing Small Business Burdens Act,1/2,154,8,271,On Passage of the Bill,2015,0.275294,passage,https://www.govtrack.us/congress/votes/114-2015/h37
37,116147,H.Res. 38,2015-01-21T14:04:00,Passed,On Ordering the Previous Question: H.Res. 38: Providing for consideration of the bill (H.R. 161) to provide for the timely ...,1/2,182,13,238,On Ordering the Previous Question,2015,0.133333,procedural,https://www.govtrack.us/congress/votes/114-2015/h38
38,116148,H.Res. 38,2015-01-21T14:13:00,Passed,"H.Res. 38: Providing for consideration of the bill (H.R. 161) to provide for the timely consideration of all licenses, permits, ...",1/2,181,14,238,On the Resolution,2015,0.136038,passage,https://www.govtrack.us/congress/votes/114-2015/h39
39,116150,H.R. 161,2015-01-21T15:32:00,Failed,On Motion to Recommit with Instructions: H.R. 161: Natural Gas Pipeline Permitting Reform Act,1/2,241,10,182,On the Motion to Recommit,2015,0.13948,procedural,https://www.govtrack.us/congress/votes/114-2015/h40
40,116149,H.R. 161,2015-01-21T15:42:00,Passed,H.R. 161: Natural Gas Pipeline Permitting Reform Act,1/2,169,11,253,On Passage of the Bill,2015,0.199052,passage,https://www.govtrack.us/congress/votes/114-2015/h41
41,116158,H.Res. 42,2015-01-22T10:56:00,Passed,On Ordering the Previous Question: H.Res. 42: Providing for consideration of the bill (H.R. 7) to prohibit taxpayer funded abortions.,1/2,183,11,239,On Ordering the Previous Question,2015,0.132701,procedural,https://www.govtrack.us/congress/votes/114-2015/h42
42,116157,H.Res. 42,2015-01-22T11:04:00,Passed,H.Res. 42: Providing for consideration of the bill (H.R. 7) to prohibit taxpayer funded abortions.,1/2,179,12,242,On the Resolution,2015,0.149644,passage,https://www.govtrack.us/congress/votes/114-2015/h43
43,116159,H.R. 7,2015-01-22T13:07:00,Failed,On Motion to Recommit with Instructions: H.R. 7: No Taxpayer Funding for Abortion and Abortion Insurance Full Disclosure Act of 2015,1/2,240,16,177,On the Motion to Recommit,2015,0.151079,procedural,https://www.govtrack.us/congress/votes/114-2015/h44
44,116160,H.R. 7,2015-01-22T13:15:00,Passed,H.R. 7: No Taxpayer Funding for Abortion and Abortion Insurance Full Disclosure Act of 2015,1/2,179,12,242,On Passage of the Bill,2015,0.149644,passage,https://www.govtrack.us/congress/votes/114-2015/h45
45,116179,H.Res. 48,2015-01-27T16:06:00,Passed,"H.Res. 48: Providing for consideration of the bill (H.R. 351) to provide for expedited approval of exportation of natural gas, ...",1/2,169,23,241,On the Resolution,2015,0.17561,passage,https://www.govtrack.us/congress/votes/114-2015/h46
46,116180,H.R. 469,2015-01-27T16:16:00,Passed,H.R. 469: Strengthening Child Welfare Response to Trafficking Act of 2015,2/3,0,23,410,On Motion to Suspend the Rules and Pass,2015,1.0,passage_suspension,https://www.govtrack.us/congress/votes/114-2015/h47
47,116181,H.R. 246,2015-01-27T16:23:00,Passed,H.R. 246: To improve the response to victims of child sex trafficking.,2/3,0,22,411,On Motion to Suspend the Rules and Pass,2015,1.0,passage_suspension,https://www.govtrack.us/congress/votes/114-2015/h48
48,116182,H.R. 351,2015-01-28T10:50:00,Failed,On Motion to Recommit with Instructions: H.R. 351: LNG Permitting Certainty and Transparency Act,1/2,237,21,175,On the Motion to Recommit,2015,0.150485,procedural,https://www.govtrack.us/congress/votes/114-2015/h49
49,116183,H.R. 351,2015-01-28T10:57:00,Passed,H.R. 351: LNG Permitting Certainty and Transparency Act,1/2,133,23,277,On Passage of the Bill,2015,0.35122,passage,https://www.govtrack.us/congress/votes/114-2015/h50
50,116203,H.R. 361,2015-02-02T18:58:00,Passed,H.R. 361: Medical Preparedness Allowable Use Act,2/3,2,54,377,On Motion to Suspend the Rules and Pass,2015,0.989446,passage_suspension,https://www.govtrack.us/congress/votes/114-2015/h51
51,116205,H.R. 615,2015-02-02T19:06:00,Passed,H.R. 615: Department of Homeland Security Interoperable Communications,2/3,0,54,379,On Motion to Suspend the Rules and Pass,2015,1.0,passage_suspension,https://www.govtrack.us/congress/votes/114-2015/h52
52,116204,H.R. 623,2015-02-02T19:15:00,Passed,H.R. 623: Social Media Working Group Act of 2015,2/3,51,54,328,On Motion to Suspend the Rules and Pass,2015,0.730871,passage_suspension,https://www.govtrack.us/congress/votes/114-2015/h53
53,116209,H.Res. 70,2015-02-03T14:05:00,Passed,On Ordering the Previous Question: H.Res. 70: Providing for consideration of the bill (H.R. 596) to repeal the Patient Protection ...,1/2,176,15,242,On Ordering the Previous Question,2015,0.157895,procedural,https://www.govtrack.us/congress/votes/114-2015/h54
54,116207,H.Res. 70,2015-02-03T14:13:00,Passed,H.Res. 70: Providing for consideration of the bill (H.R. 596) to repeal the Patient Protection and Affordable Care Act and ...,1/2,178,13,242,On the Resolution,2015,0.152381,passage,https://www.govtrack.us/congress/votes/114-2015/h55
55,116208,,2015-02-03T14:20:00,Passed,On Approving the Journal,1/2,148,18,267,On Approving the Journal,2015,0.286747,procedural,https://www.govtrack.us/congress/votes/114-2015/h56
56,116212,H.R. 596,2015-02-03T16:57:00,Failed,On Motion to Recommit with Instructions: H.R. 596: To repeal the Patient Protection and Affordable Care Act and health care-related provisions ...,1/2,241,13,179,On the Motion to Recommit,2015,0.147619,procedural,https://www.govtrack.us/congress/votes/114-2015/h57
57,116211,H.R. 596,2015-02-03T17:05:00,Passed,H.R. 596: To repeal the Patient Protection and Affordable Care Act and health care-related provisions in the Health Care and ...,1/2,186,8,239,On Passage of the Bill,2015,0.124706,passage,https://www.govtrack.us/congress/votes/114-2015/h58
58,116214,H.Res. 78,2015-02-04T13:39:00,Passed,On Ordering the Previous Question: H.Res. 78: Providing for consideration of the bill (H.R. 527) to amend chapter 6 of ...,1/2,174,17,242,On Ordering the Previous Question,2015,0.163462,procedural,https://www.govtrack.us/congress/votes/114-2015/h59
59,116213,H.Res. 78,2015-02-04T13:48:00,Passed,"H.Res. 78: Providing for consideration of the bill (H.R. 527) to amend chapter 6 of title 5, United States Code ...",1/2,179,11,243,On the Resolution,2015,0.151659,passage,https://www.govtrack.us/congress/votes/114-2015/h60
60,116215,H.R. 50,2015-02-04T15:43:00,Failed,H.Amdt. 14 (Cummings) to H.R. 50: Amendment sought to strike section 12 of the bill which would require Federal agencies ...,1/2,245,9,179,On the Amendment,2015,0.15566,amendment,https://www.govtrack.us/congress/votes/114-2015/h61
61,116216,H.R. 50,2015-02-04T15:48:00,Failed,H.Amdt. 15 (Connolly) to H.R. 50: Amendment sought to provide that in the event that the average annual rate of ...,1/2,249,11,173,On the Amendment,2015,0.180095,amendment,https://www.govtrack.us/congress/votes/114-2015/h62
62,116219,H.R. 50,2015-02-04T16:06:00,Failed,On Motion to Recommit with Instructions: H.R. 50: Unfunded Mandates Information and Transparency Act of 2015,1/2,239,10,184,On the Motion to Recommit,2015,0.130024,procedural,https://www.govtrack.us/congress/votes/114-2015/h63
63,116217,H.R. 50,2015-02-04T16:15:00,Passed,H.R. 50: Unfunded Mandates Information and Transparency Act of 2015,1/2,173,10,250,On Passage of the Bill,2015,0.182033,passage,https://www.govtrack.us/congress/votes/114-2015/h64
64,116223,H.R. 527,2015-02-05T11:11:00,Failed,"H.Amdt. 18 (Schrader) to H.R. 527: Amendment sought to strikes section 10 of the legislation, which creates a duplicative size ...",1/2,234,15,184,On the Amendment,2015,0.119617,amendment,https://www.govtrack.us/congress/votes/114-2015/h65
65,116222,H.R. 527,2015-02-05T11:16:00,Failed,H.Amdt. 20 (Jackson Lee) to H.R. 527: Amendment sought to exempt from the bill all regulations issued by the Food ...,1/2,248,13,172,On the Amendment,2015,0.180952,amendment,https://www.govtrack.us/congress/votes/114-2015/h66
66,116221,H.R. 527,2015-02-05T11:35:00,Failed,On Motion to Recommit with Instructions: H.R. 527: Small Business Regulatory Flexibility Improvements Act of 2015,1/2,240,11,182,On the Motion to Recommit,2015,0.137441,procedural,https://www.govtrack.us/congress/votes/114-2015/h67
67,116220,H.R. 527,2015-02-05T11:43:00,Passed,H.R. 527: Small Business Regulatory Flexibility Improvements Act of 2015,1/2,163,10,260,On Passage of the Bill,2015,0.229314,passage,https://www.govtrack.us/congress/votes/114-2015/h68
68,116227,H.R. 719,2015-02-10T18:57:00,Passed,H.R. 719: TSA Office of Inspection Accountability Act of 2015,2/3,0,18,414,On Motion to Suspend the Rules and Pass,2015,1.0,passage_suspension,https://www.govtrack.us/congress/votes/114-2015/h69
69,116226,H.R. 720,2015-02-10T19:06:00,Passed,H.R. 720: Gerardo Hernandez Airport Security Act of 2015,2/3,1,20,411,On Motion to Suspend the Rules and Pass,2015,0.995146,passage_suspension,https://www.govtrack.us/congress/votes/114-2015/h70
70,116228,H.Res. 100,2015-02-11T15:00:00,Passed,On Ordering the Previous Question: H.Res. 100: Providing for consideration of the bill (S. 1) to approve the Keystone XL ...,1/2,183,7,242,On Ordering the Previous Question,2015,0.138824,procedural,https://www.govtrack.us/congress/votes/114-2015/h71
71,116229,H.Res. 100,2015-02-11T15:08:00,Passed,"H.Res. 100: Providing for consideration of the bill (S. 1) to approve the Keystone XL Pipeline, and providing for proceedings ...",1/2,177,7,248,On the Resolution,2015,0.167059,passage,https://www.govtrack.us/congress/votes/114-2015/h72
72,116230,,2015-02-11T15:18:00,Passed,On Approving the Journal,1/2,156,13,263,On Approving the Journal,2015,0.25537,procedural,https://www.govtrack.us/congress/votes/114-2015/h73
73,116233,S. 1,2015-02-11T17:04:00,Failed,On Motion to Commit with Instructions: S. 1: Keystone XL Pipeline Approval Act,1/2,241,10,181,On Motion to Commit with Instructions,2015,0.14218,procedural,https://www.govtrack.us/congress/votes/114-2015/h74
74,116234,S. 1,2015-02-11T17:13:00,Passed,S. 1: Keystone XL Pipeline Approval Act,1/2,152,10,270,On Passage of the Bill,2015,0.279621,passage,https://www.govtrack.us/congress/votes/114-2015/h75
75,116232,H.R. 431,2015-02-11T17:24:00,Passed,"H.R. 431: To award a Congressional Gold Medal to the Foot Soldiers who participated in Bloody Sunday, Turnaround Tuesday, or ...",2/3,0,12,420,On Motion to Suspend the Rules and Pass,2015,1.0,passage_suspension,https://www.govtrack.us/congress/votes/114-2015/h76
76,116235,H.Res. 101,2015-02-12T14:28:00,Passed,On Ordering the Previous Question: H.Res. 101: Providing for consideration of the bill (H.R. 644) to amend the Internal Revenue ...,1/2,164,36,232,On Ordering the Previous Question,2015,0.171717,procedural,https://www.govtrack.us/congress/votes/114-2015/h77
77,116236,H.Res. 101,2015-02-12T14:38:00,Passed,H.Res. 101: Providing for consideration of the bill (H.R. 644) to amend the Internal Revenue Code of 1986 to permanently ...,1/2,163,36,233,On the Resolution,2015,0.176768,passage,https://www.govtrack.us/congress/votes/114-2015/h78
78,116238,H.R. 644,2015-02-12T16:59:00,Failed,On Motion to Recommit with Instructions: H.R. 644: Trade Facilitation and Trade Enforcement Act of 2015,1/2,245,19,168,On the Motion to Recommit,2015,0.186441,procedural,https://www.govtrack.us/congress/votes/114-2015/h79
79,116239,H.R. 644,2015-02-12T17:07:00,Passed,H.R. 644: Trade Facilitation and Trade Enforcement Act of 2015,1/2,137,16,279,On Passage of the Bill,2015,0.341346,passage,https://www.govtrack.us/congress/votes/114-2015/h80
80,116241,H.R. 636,2015-02-13T11:06:00,Failed,On Motion to Recommit with Instructions: H.R. 636: America’s Small Business Tax Relief Act of 2015,1/2,241,18,173,On the Motion to Recommit,2015,0.164251,procedural,https://www.govtrack.us/congress/votes/114-2015/h81
81,116242,H.R. 636,2015-02-13T11:13:00,Passed,H.R. 636: America’s Small Business Tax Relief Act of 2015,1/2,142,18,272,On Passage of the Bill,2015,0.31401,passage,https://www.govtrack.us/congress/votes/114-2015/h82
82,116240,,2015-02-13T11:22:00,Passed,On Approving the Journal,1/2,158,41,233,On Approving the Journal,2015,0.191816,procedural,https://www.govtrack.us/congress/votes/114-2015/h83
83,116244,H.R. 212,2015-02-24T18:57:00,Passed,H.R. 212: Drinking Water Protection Act,2/3,37,20,375,"On Motion to Suspend the Rules and Pass, as Amended",2015,0.820388,passage_suspension,https://www.govtrack.us/congress/votes/114-2015/h84
84,116245,H.R. 734,2015-02-24T19:06:00,Passed,H.R. 734: Federal Communications Commission Consolidated Reporting Act of 2015,2/3,0,21,411,On Motion to Suspend the Rules and Pass,2015,1.0,passage_suspension,https://www.govtrack.us/congress/votes/114-2015/h85
85,116247,H.Res. 121,2015-02-25T14:11:00,Passed,On Ordering the Previous Question: H.Res. 121: Providing for consideration of the bill (H.R. 529) to amend the Internal Revenue ...,1/2,181,10,241,On Ordering the Previous Question,2015,0.14218,procedural,https://www.govtrack.us/congress/votes/114-2015/h86
86,116246,H.Res. 121,2015-02-25T14:18:00,Passed,H.Res. 121: Providing for consideration of the bill (H.R. 529) to amend the Internal Revenue Code of 1986 to improve ...,1/2,178,11,243,On the Resolution,2015,0.154394,passage,https://www.govtrack.us/congress/votes/114-2015/h87
87,116248,H.R. 1020,2015-02-25T14:29:00,Passed,H.R. 1020: STEM Education Act of 2015,2/3,8,12,412,On Motion to Suspend the Rules and Pass,2015,0.961905,passage_suspension,https://www.govtrack.us/congress/votes/114-2015/h88
88,116251,H.R. 529,2015-02-25T15:41:00,Failed,On Motion to Recommit with Instructions: H.R. 529: To amend the Internal Revenue Code of 1986 to improve 529 plans.,1/2,243,13,176,On the Motion to Recommit,2015,0.159905,procedural,https://www.govtrack.us/congress/votes/114-2015/h89
89,116250,H.R. 529,2015-02-25T15:52:00,Passed,H.R. 529: To amend the Internal Revenue Code of 1986 to improve 529 plans.,1/2,20,11,401,On Passage of the Bill,2015,0.904988,passage,https://www.govtrack.us/congress/votes/114-2015/h90
90,116252,H.Res. 125,2015-02-26T13:20:00,Passed,On Consideration of the Resolution: H.Res. 125: Providing for further consideration of the bill (H.R. 5) to support State and ...,1/2,167,41,224,On Consideration of the Resolution,2015,0.14578,procedural,https://www.govtrack.us/congress/votes/114-2015/h91
91,116255,H.Res. 125,2015-02-26T15:02:00,Passed,On Ordering the Previous Question: H.Res. 125: Providing for further consideration of the bill (H.R. 5) to support State and ...,1/2,177,21,234,On Ordering the Previous Question,2015,0.138686,procedural,https://www.govtrack.us/congress/votes/114-2015/h92
92,116253,H.Res. 125,2015-02-26T15:10:00,Passed,"H.Res. 125: Providing for further consideration of the bill (H.R. 5) to support State and local accountability for public education, ...",1/2,184,14,234,On the Resolution,2015,0.119617,passage,https://www.govtrack.us/congress/votes/114-2015/h93
93,116254,,2015-02-26T15:17:00,Passed,On Approving the Journal,1/2,168,18,246,On Approving the Journal,2015,0.188406,procedural,https://www.govtrack.us/congress/votes/114-2015/h94
94,116257,H.R. 5,2015-02-26T19:10:00,Failed,H.Amdt. 24 (Kennedy) to H.R. 5: Amendment sought to authorize the STEM Gateways grant program as an allowable use of ...,1/2,217,11,204,On the Amendment,2015,0.0308789,amendment,https://www.govtrack.us/congress/votes/114-2015/h95
95,116256,H.R. 5,2015-02-26T19:16:00,Failed,H.Amdt. 25 (Grothman) to H.R. 5: Amendment sought to shorten authorization from 2021 to 2018.,1/2,311,7,114,On the Amendment,2015,0.463529,amendment,https://www.govtrack.us/congress/votes/114-2015/h96
96,116259,H.R. 5,2015-02-26T19:24:00,Failed,H.Amdt. 29 (Castro) to H.R. 5: Amendment sought to appoint a neutral Ombudsman within the Department of Education to ensure ...,1/2,243,7,182,On the Amendment,2015,0.143529,amendment,https://www.govtrack.us/congress/votes/114-2015/h97
97,116258,H.R. 5,2015-02-26T19:28:00,Agreed to,H.Amdt. 32 (Quigley) to H.R. 5: Amendment restores to the bill the paraprofessional qualifications which are in place under current ...,1/2,201,13,218,On the Amendment,2015,0.0405728,amendment,https://www.govtrack.us/congress/votes/114-2015/h98
98,116260,H.R. 5,2015-02-26T19:33:00,Failed,H.Amdt. 36 (Moore) to H.R. 5: Amendment sought to ensure that high poverty schools are not adversely affected by the ...,1/2,239,8,185,On the Amendment,2015,0.127358,amendment,https://www.govtrack.us/congress/votes/114-2015/h99
99,116261,H.Res. 129,2015-02-27T10:49:00,Passed,On Ordering the Previous Question: H.Res. 129: Providing for consideration of the joint resolution (H.J. Res. 35) making further continuing ...,1/2,183,9,240,On Ordering the Previous Question,2015,0.134752,procedural,https://www.govtrack.us/congress/votes/114-2015/h100
100,116262,H.Res. 129,2015-02-27T10:56:00,Passed,"H.Res. 129: Providing for consideration of the joint resolution (H.J. Res. 35) making further continuing appropriations for fiscal year 2015, ...",1/2,183,9,240,On the Resolution,2015,0.134752,passage,https://www.govtrack.us/congress/votes/114-2015/h101
101,116268,H.R. 240,2015-02-27T14:43:00,Passed,"On Motion to Request a Conference: H.R. 240: Department of Homeland Security Appropriations Act, 2015",1/2,191,13,228,On Motion to Request a Conference,2015,0.0883055,procedural,https://www.govtrack.us/congress/votes/114-2015/h102
102,116269,,2015-02-27T14:56:00,Passed,On Approving the Journal,1/2,186,20,226,On Approving the Journal,2015,0.0970874,procedural,https://www.govtrack.us/congress/votes/114-2015/h103
103,116270,H.J.Res. 35,2015-02-27T17:13:00,Failed,"H.J.Res. 35: Making further continuing appropriations for fiscal year 2015, and for other purposes.",1/2,224,6,203,On Passage of the Bill,2015,0.0491803,passage,https://www.govtrack.us/congress/votes/114-2015/h104
104,116271,H.R. 240,2015-02-27T17:23:00,Failed,"On Motion to Instruct Conferees: H.R. 240: Department of Homeland Security Appropriations Act, 2015",1/2,218,13,201,On Motion to Instruct Conferees,2015,0.0405728,procedural,https://www.govtrack.us/congress/votes/114-2015/h105
105,116272,H.R. 33,2015-02-27T21:59:00,Passed,H.R. 33: Protecting Volunteer Firefighters and Emergency Responders Act,2/3,60,15,357,On Motion to Suspend the Rules and Concur in the Senate Amendment,2015,0.71223,passage_suspension,https://www.govtrack.us/congress/votes/114-2015/h106
106,116275,H.R. 294,2015-03-02T18:56:00,Passed,H.R. 294: Long-Term Care Veterans Choice Act,2/3,0,27,405,"On Motion to Suspend the Rules and Pass, as Amended",2015,1.0,passage_suspension,https://www.govtrack.us/congress/votes/114-2015/h107
107,116276,H.R. 240,2015-03-03T14:05:00,Failed,"On Motion to Table the Senate Amendment: H.R. 240: Department of Homeland Security Appropriations Act, 2015",1/2,278,14,140,On Motion to Table the Senate Amendment,2015,0.330144,procedural,https://www.govtrack.us/congress/votes/114-2015/h108
108,116277,H.R. 240,2015-03-03T15:14:00,Passed,"On Motion to Recede and Concur in the Senate Amendment: H.R. 240: Department of Homeland Security Appropriations Act, 2015",1/2,167,9,257,On Motion to Recede and Concur in the Senate Amendment,2015,0.212264,procedural,https://www.govtrack.us/congress/votes/114-2015/h109
109,116280,H.R. 749,2015-03-04T14:40:00,Failed,H.Amdt. 72 (McClintock) to H.R. 749: Amendment sought to strike section 101 from the bill which provides authorization for Amtrak.,1/2,272,13,147,On the Amendment,2015,0.298329,amendment,https://www.govtrack.us/congress/votes/114-2015/h110
